review,bigram,n,total
28,war but,1,140
28,war inc,1,140
28,was enough,1,140
28,way diminishes,1,140
28,what is,1,140
28,when it,1,140
28,which similarly,1,140
28,will be,1,140
28,writing direction,1,140
40,a bargaining,1,263
40,a bonus,1,263
40,a child,1,263
40,a computer,1,263
40,a conspiracy,1,263
40,a dr,1,263
40,a few,1,263
40,a majority,1,263
40,a movie,1,263
40,a straight,1,263
40,actions like,1,263
40,actually the,1,263
40,after sitting,1,263
40,all involved,1,263
40,also a,1,263
40,an experiment,1,263
40,and formulaic,1,263
40,and i,1,263
40,and impossible,1,263
40,and my,1,263
40,and new,1,263
40,and the,1,263
40,and there's,1,263
40,as a,1,263
40,astonishingly bad,1,263
40,at her,1,263
40,at one,1,263
40,bad you,1,263
40,bargaining chip,1,263
40,before shooting,1,263
40,behind each,1,263
40,being chided,1,263
40,benefit to,1,263
40,bonus side,1,263
40,but quotes,1,263
40,but the,1,263
40,but they,1,263
40,by all,1,263
40,cage spews,1,263
40,cage's character,1,263
40,call me,1,263
40,camera pans,1,263
40,cast took,1,263
40,character says,1,263
40,character to,1,263
40,chided by,1,263
40,child truly,1,263
40,chip with,1,263
40,clearly in,1,263
40,clue is,1,263
40,computer program,1,263
40,conspiracy theorist,1,263
40,could produce,1,263
40,disappointingly that,1,263
40,do get,1,263
40,don't you,1,263
40,down at,1,263
40,dr title,1,263
40,dr whatever,1,263
40,dung my,1,263
40,each plot,1,263
40,each scene,1,263
40,enjoy it,1,263
40,entire cast,1,263
40,etc the,1,263
40,ever shut,1,263
40,experiment to,1,263
40,face made,1,263
40,face throughout,1,263
40,fact that,1,263
40,felt the,1,263
40,few laughs,1,263
40,film proves,1,263
40,follow and,1,263
40,for looks,1,263
40,for never,1,263
40,formulaic but,1,263
40,get a,1,263
40,give her,1,263
40,gravity at,1,263
40,grotesque the,1,263
40,hands like,1,263
40,have to,1,263
40,her character,1,263
40,her hands,1,263
40,her looking,1,263
40,her name,1,263
40,her some,1,263
40,humans call,1,263
40,husband and,1,263
40,husband wonder,1,263
40,i wondered,1,263
40,i would,1,263
40,impossible to,1,263
40,in the,1,263
40,in your,1,263
40,independence as,1,263
40,independence to,1,263
40,invasion of,1,263
40,involved for,1,263
40,iraq etc,1,263
40,is that,1,263
40,is truly,1,263
40,it creepy,1,263
40,it seem,1,263
40,it the,1,263
40,it's so,1,263
40,it's the,1,263
40,justify actions,1,263
40,laughs out,1,263
40,like i,1,263
40,like she's,1,263
40,like the,1,263
40,like ways,1,263
40,like we,1,263
40,lines like,1,263
40,listless and,1,263
40,looking poutily,1,263
40,looks but,1,263
40,made me,1,263
40,majority of,1,263
40,me a,1,263
40,me and,1,263
40,misogyny with,1,263
40,movie it,1,263
40,movie only,1,263
40,movie was,1,263
40,movie with,1,263
40,name was,1,263
40,need to,1,263
40,never shutting,1,263
40,never use,1,263
40,new clue,1,263
40,nicholas cage,1,263
40,of an,1,263
40,of dung,1,263
40,of humans,1,263
40,of iraq,1,263
40,of it,1,263
40,of misogyny,1,263
40,of the,1,263
40,on her,1,263
40,one point,1,263
40,only benefit,1,263
40,only for,1,263
40,out of,1,263
40,pans to,1,263
40,people watching,1,263
40,pile of,1,263
40,plot of,1,263
40,plot turn,1,263
40,point cage's,1,263
40,poutily down,1,263
40,produce a,1,263
40,product of,1,263
40,program could,1,263
40,propaganda thrown,1,263
40,protect it,1,263
40,proves disappointingly,1,263
40,quotes like,1,263
40,really scary,1,263
40,reasoning behind,1,263
40,ridiculous and,1,263
40,says don't,1,263
40,scary thing,1,263
40,scene the,1,263
40,see whether,1,263
40,seem like,1,263
40,seemed to,1,263
40,she's a,1,263
40,she's clearly,1,263
40,shooting each,1,263
40,shut up,1,263
40,shutting up,1,263
40,side plot,1,263
40,sitting through,1,263
40,slap a,1,263
40,so astonishingly,1,263
40,some gravity,1,263
40,spews lines,1,263
40,steal the,1,263
40,straight face,1,263
40,that a,1,263
40,that listless,1,263
40,that nicholas,1,263
40,the camera,1,263
40,the entire,1,263
40,the fact,1,263
40,the film,1,263
40,the invasion,1,263
40,the need,1,263
40,the only,1,263
40,the people,1,263
40,the product,1,263
40,the really,1,263
40,the reasoning,1,263
40,the u.s,1,263
40,the work,1,263
40,theorist but,1,263
40,there's also,1,263
40,they felt,1,263
40,thing is,1,263
40,this movie,1,263
40,this pile,1,263
40,through this,1,263
40,throughout the,1,263
40,thrown in,1,263
40,title on,1,263
40,to enjoy,1,263
40,to follow,1,263
40,to give,1,263
40,to her,1,263
40,to justify,1,263
40,to protect,1,263
40,to see,1,263
40,to slap,1,263
40,to steal,1,263
40,to this,1,263
40,took valium,1,263
40,truly grotesque,1,263
40,truly ridiculous,1,263
40,turn and,1,263
40,u.s propaganda,1,263
40,up and,1,263
40,up she's,1,263
40,us seemed,1,263
40,use the,1,263
40,valium before,1,263
40,was actually,1,263
40,was being,1,263
40,watching the,1,263
40,ways to,1,263
40,we have,1,263
40,whatever her,1,263
40,whether a,1,263
40,whether it,1,263
40,whether the,1,263
40,with a,1,263
40,with dr,1,263
40,with us,1,263
40,wonder whether,1,263
40,wondered whether,1,263
40,work of,1,263
40,would never,1,263
40,you do,1,263
40,you ever,1,263
40,your face,1,263
41,a sucker,1,117
41,acting were,1,117
41,actors didn't,1,117
41,actors mixed,1,117
41,actors the,1,117
41,all the,1,117
41,and acting,1,117
41,and at,1,117
41,and cuba,1,117
41,and no,1,117
41,are looking,1,117
41,at the,1,117
41,b movie,1,117
41,because there,1,117
41,but i,1,117
41,caricatures of,1,117
41,casting was,1,117
41,clichés of,1,117
41,crumby actors,1,117
41,cuba gooding,1,117
41,did they,1,117
41,didn't hold,1,117
41,end of,1,117
41,entertainment i,1,117
41,felt like,1,117
41,for mindless,1,117
41,for watching,1,117
41,good however,1,117
41,gooding jr,1,117
41,had all,1,117
41,hold their,1,117
41,however the,1,117
41,i felt,1,117
41,i still,1,117
41,i will,1,117
41,if you,1,117
41,in other,1,117
41,in with,1,117
41,is not,1,117
41,it had,1,117
41,it the,1,117
41,james wood,1,117
41,jr play,1,117
41,lift up,1,117
41,like a,1,117
41,lines james,1,117
41,looking for,1,117
41,meet the,1,117
41,mindless entertainment,1,117
41,minimum requirement,1,117
41,mixed in,1,117
41,more to,1,117
41,more words,1,117
41,movie i,1,117
41,movie is,1,117
41,movie quality,1,117
41,movies of,1,117
41,no substance,1,117
41,nor did,1,117
41,not worthy,1,117
41,nowhere and,1,117
41,of more,1,117
41,of movies,1,117
41,of ten,1,117
41,of the,1,117
41,of themselves,1,117
41,of this,1,117
41,other movies,1,117
41,own nor,1,117
41,play caricatures,1,117
41,plot went,1,117
41,poor because,1,117
41,production was,1,117
41,quality the,1,117
41,recommend this,1,117
41,requirement of,1,117
41,say more,1,117
41,script and,1,117
41,still wouldn't,1,117
41,substance the,1,117
41,sucker for,1,117
41,ten lines,1,117
41,the casting,1,117
41,the clichés,1,117
41,the end,1,117
41,the good,1,117
41,the minimum,1,117
41,the movie,1,117
41,the others,1,117
41,the plot,1,117
41,the production,1,117
41,the script,1,117
41,their own,1,117
41,themselves in,1,117
41,there were,1,117
41,they lift,1,117
41,this type,1,117
41,to meet,1,117
41,type and,1,117
41,up the,1,117
41,was good,1,117
41,was poor,1,117
41,watching it,1,117
41,went nowhere,1,117
41,were b,1,117
41,were good,1,117
41,will say,1,117
41,with crumby,1,117
41,wood and,1,117
41,words but,1,117
41,worthy of,1,117
41,wouldn't recommend,1,117
41,you are,1,117
51,20 by,1,415
51,3 acts,1,415
51,70s and,1,415
51,80s whose,1,415
51,a dye,1,415
51,a good,1,415
51,a highly,1,415
51,a journey,1,415
51,a minor,1,415
51,a new,1,415
51,a nostalgic,1,415
51,a repeat,1,415
51,a simple,1,415
51,a small,1,415
51,a tad,1,415
51,abbot whom,1,415
51,about their,1,415
51,accepted by,1,415
51,act one,1,415
51,act three,1,415
51,act two,1,415
51,acts which,1,415
51,ad nausem,1,415
51,after some,1,415
51,all around,1,415
51,and 80s,1,415
51,and a,1,415
51,and detail,1,415
51,and he,1,415
51,and his,1,415
51,and infiltrate,1,415
51,and learn,1,415
51,and learns,1,415
51,and their,1,415
51,angled shots,1,415
51,angles you,1,415
51,are martial,1,415
51,are unhappy,1,415
51,are you,1,415
51,around the,1,415
51,arts films,1,415
51,arts he,1,415
51,arts on,1,415
51,arts skilled,1,415
51,at first,1,415
51,back at,1,415
51,back in,1,415
51,because none,1,415
51,begins with,1,415
51,being used,1,415
51,best comedy,1,415
51,between moves,1,415
51,between the,1,415
51,boss at,1,415
51,builds strength,1,415
51,but instead,1,415
51,but is,1,415
51,but it,1,415
51,but their,1,415
51,but with,1,415
51,by 20,1,415
51,by impersonating,1,415
51,by incoming,1,415
51,by the,1,415
51,can keep,1,415
51,can't do,1,415
51,chamber gets,1,415
51,chamber is,1,415
51,cheesy sound,1,415
51,clarity and,1,415
51,classic kung,1,415
51,clint eastwood,1,415
51,comedy sequences,1,415
51,contact on,1,415
51,counterpart to,1,415
51,credibility by,1,415
51,cut by,1,415
51,detail between,1,415
51,different angles,1,415
51,digitally remastered,1,415
51,disappointed at,1,415
51,do much,1,415
51,don't make,1,415
51,down and,1,415
51,down memory,1,415
51,dye mill,1,415
51,each obvious,1,415
51,eastwood digitally,1,415
51,effects each,1,415
51,embarks on,1,415
51,endurance and,1,415
51,equivalent to,1,415
51,erect scaffoldings,1,415
51,evil told,1,415
51,exploitation because,1,415
51,exposed when,1,415
51,fantastic film,1,415
51,fences he,1,415
51,fest begins,1,415
51,fest this,1,415
51,fight fest,1,415
51,fights a,1,415
51,film fest,1,415
51,films in,1,415
51,finally gets,1,415
51,find the,1,415
51,first they,1,415
51,flicks they,1,415
51,for a,1,415
51,for the,1,415
51,fu movies,1,415
51,fu the,1,415
51,game for,1,415
51,gangsters and,1,415
51,gangsters they,1,415
51,genre is,1,415
51,get back,1,415
51,gets a,1,415
51,gets accepted,1,415
51,gets to,1,415
51,getting liu,1,415
51,given the,1,415
51,good man,1,415
51,good old,1,415
51,good versus,1,415
51,gordon liu,1,415
51,got exposed,1,415
51,had a,1,415
51,having their,1,415
51,he embarks,1,415
51,he finally,1,415
51,he gets,1,415
51,he impersonated,1,415
51,he unwittingly,1,415
51,here with,1,415
51,highlight clarity,1,415
51,highly skilled,1,415
51,his style,1,415
51,hollywood and,1,415
51,hollywood flicks,1,415
51,however without,1,415
51,if you're,1,415
51,impact treatment,1,415
51,impersonate a,1,415
51,impersonated but,1,415
51,impersonating one,1,415
51,in 3,1,415
51,in a,1,415
51,in between,1,415
51,in different,1,415
51,in getting,1,415
51,in hollywood,1,415
51,in karate,1,415
51,in shaw,1,415
51,in that,1,415
51,in the,1,415
51,incoming manchu,1,415
51,infiltrate and,1,415
51,instead of,1,415
51,is a,1,415
51,is disappointed,1,415
51,is equivalent,1,415
51,is given,1,415
51,is one,1,415
51,is presented,1,415
51,is rather,1,415
51,is where,1,415
51,it is,1,415
51,its wide,1,415
51,journey to,1,415
51,just like,1,415
51,karate kid,1,415
51,keep a,1,415
51,kid but,1,415
51,kinda like,1,415
51,lane what,1,415
51,learn martial,1,415
51,learns kung,1,415
51,less sums,1,415
51,like mr,1,415
51,like the,1,415
51,like they,1,415
51,limit of,1,415
51,liu the,1,415
51,liu to,1,415
51,lot having,1,415
51,made for,1,415
51,make fight,1,415
51,man down,1,415
51,manchu gangsters,1,415
51,many times,1,415
51,maximum impact,1,415
51,may find,1,415
51,memory lane,1,415
51,methods kinda,1,415
51,mill of,1,415
51,minor success,1,415
51,miyagi's style,1,415
51,mob however,1,415
51,moments he,1,415
51,monday so,1,415
51,monk one,1,415
51,more or,1,415
51,motion only,1,415
51,moves but,1,415
51,movies which,1,415
51,mr miyagi's,1,415
51,much about,1,415
51,narrative of,1,415
51,nausem in,1,415
51,new print,1,415
51,non contact,1,415
51,none of,1,415
51,nostalgic trip,1,415
51,nothing can,1,415
51,obvious non,1,415
51,of a,1,415
51,of credibility,1,415
51,of fights,1,415
51,of good,1,415
51,of hollywood,1,415
51,of martial,1,415
51,of painting,1,415
51,of slow,1,415
51,of the,1,415
51,of them,1,415
51,of those,1,415
51,old days,1,415
51,on a,1,415
51,on film,1,415
51,on monday,1,415
51,one sets,1,415
51,one too,1,415
51,only to,1,415
51,or less,1,415
51,painting fences,1,415
51,partners and,1,415
51,pause in,1,415
51,ping and,1,415
51,premise workers,1,415
51,presented in,1,415
51,print made,1,415
51,produces back,1,415
51,protagonist gordon,1,415
51,protagonist wanting,1,415
51,pushed the,1,415
51,rather refreshing,1,415
51,real martial,1,415
51,refreshing watching,1,415
51,remastered and,1,415
51,repeat screening,1,415
51,rouse got,1,415
51,scaffoldings all,1,415
51,scenes here,1,415
51,scenes like,1,415
51,scope just,1,415
51,screening on,1,415
51,sequences but,1,415
51,sets up,1,415
51,shaolin monk,1,415
51,shaolin temple,1,415
51,shaw produces,1,415
51,shaw scope,1,415
51,shots to,1,415
51,showcase stunts,1,415
51,shows the,1,415
51,simple story,1,415
51,skilled shaolin,1,415
51,skilled to,1,415
51,slapstick moments,1,415
51,slow motion,1,415
51,slow with,1,415
51,sly after,1,415
51,small village,1,415
51,so if,1,415
51,some pause,1,415
51,some slapstick,1,415
51,sound effects,1,415
51,spaghetti westerns,1,415
51,sparring partners,1,415
51,speed of,1,415
51,story of,1,415
51,strength endurance,1,415
51,stunts in,1,415
51,style being,1,415
51,style in,1,415
51,success in,1,415
51,sums up,1,415
51,sure don't,1,415
51,tad too,1,415
51,take on,1,415
51,teaching methods,1,415
51,temple nothing,1,415
51,temple to,1,415
51,that era,1,415
51,the 70s,1,415
51,the abbot,1,415
51,the best,1,415
51,the counterpart,1,415
51,the fantastic,1,415
51,the gangsters,1,415
51,the good,1,415
51,the limit,1,415
51,the maximum,1,415
51,the mob,1,415
51,the narrative,1,415
51,the premise,1,415
51,the sly,1,415
51,the spaghetti,1,415
51,the sparring,1,415
51,the speed,1,415
51,the teaching,1,415
51,the temple,1,415
51,the unorthodox,1,415
51,the use,1,415
51,the western's,1,415
51,their boss,1,415
51,their exploitation,1,415
51,their lot,1,415
51,their rouse,1,415
51,their wages,1,415
51,them are,1,415
51,they can't,1,415
51,they had,1,415
51,they pushed,1,415
51,they sure,1,415
51,they used,1,415
51,this film,1,415
51,this is,1,415
51,those classic,1,415
51,three is,1,415
51,to erect,1,415
51,to get,1,415
51,to highlight,1,415
51,to impersonate,1,415
51,to return,1,415
51,to shaolin,1,415
51,to showcase,1,415
51,to take,1,415
51,to try,1,415
51,told in,1,415
51,too many,1,415
51,too slow,1,415
51,treatment but,1,415
51,trip down,1,415
51,try and,1,415
51,two shows,1,415
51,unhappy with,1,415
51,unorthodox way,1,415
51,unwittingly builds,1,415
51,use of,1,415
51,used ad,1,415
51,used to,1,415
51,versus evil,1,415
51,village are,1,415
51,wages cut,1,415
51,waiting for,1,415
51,wanting to,1,415
51,watching the,1,415
51,western's clint,1,415
51,westerns of,1,415
51,what are,1,415
51,when they,1,415
51,where the,1,415
51,which more,1,415
51,which shaw,1,415
51,whom he,1,415
51,whose genre,1,415
51,wide angled,1,415
51,with cheesy,1,415
51,with its,1,415
51,with some,1,415
51,with their,1,415
51,with yuen,1,415
51,without real,1,415
51,wo ping,1,415
51,workers in,1,415
51,you may,1,415
51,you waiting,1,415
51,you're game,1,415
51,yuen wo,1,415
63,a miscast,1,73
63,actresses she,1,73
63,and entertaining,1,73
63,as cronenberg's,1,73
63,as lovely,1,73
63,as original,1,73
63,as usual,1,73
63,being one,1,73
63,but it,1,73
63,cast is,1,73
63,certainly jjl,1,73
63,cronenberg's movies,1,73
63,entertaining to,1,73
63,extremely impressive,1,73
63,favourite actresses,1,73
63,favourite movie,1,73
63,hers still,1,73
63,i would,1,73
63,impressive but,1,73
63,intention to,1,73
63,interesting and,1,73
63,it is,1,73
63,it's quite,1,73
63,itself is,1,73
63,jjl being,1,73
63,kind of,1,73
63,let's begin,1,73
63,lovely as,1,73
63,miscast star,1,73
63,movie itself,1,73
63,movie of,1,73
63,movies would,1,73
63,my intention,1,73
63,not extremely,1,73
63,not say,1,73
63,not some,1,73
63,of a,1,73
63,of hers,1,73
63,of my,1,73
63,of the,1,73
63,one of,1,73
63,original as,1,73
63,quite interesting,1,73
63,recommend with,1,73
63,rest of,1,73
63,say it,1,73
63,see it,1,73
63,she is,1,73
63,so let's,1,73
63,some kind,1,73
63,star array,1,73
63,still it's,1,73
63,the cast,1,73
63,the movie,1,73
63,the rest,1,73
63,this cutie,1,73
63,to follow,1,73
63,to see,1,73
63,usual this,1,73
63,usually appear,1,73
63,was certainly,1,73
63,was my,1,73
63,with confidence,1,73
63,would not,1,73
63,would usually,1,73
67,10 solely,1,339
67,3 10,1,339
67,a cheap,1,339
67,a curator,1,339
67,a knee,1,339
67,a lot,1,339
67,a magical,1,339
67,a mental,1,339
67,a police,1,339
67,a replacement,1,339
67,a satanic,1,339
67,a warehouse,1,339
67,a way,1,339
67,about as,1,339
67,about bearable,1,339
67,about this,1,339
67,accidentally enters,1,339
67,acolyte of,1,339
67,acting is,1,339
67,alexandra is,1,339
67,alexandra must,1,339
67,alexandra the,1,339
67,all females,1,339
67,all sorts,1,339
67,an asylum,1,339
67,an evil,1,339
67,an ordeal,1,339
67,and it's,1,339
67,and visual,1,339
67,and wears,1,339
67,and who,1,339
67,antiquities or,1,339
67,are bargain,1,339
67,are big,1,339
67,around the,1,339
67,as a,1,339
67,as an,1,339
67,as funny,1,339
67,as the,1,339
67,as they,1,339
67,ass bitch,1,339
67,asylum is,1,339
67,babes with,1,339
67,back home,1,339
67,bad ass,1,339
67,banter of,1,339
67,bargain basement,1,339
67,basement consisting,1,339
67,be a,1,339
67,be easy,1,339
67,be warned,1,339
67,beauty stacie,1,339
67,being labelled,1,339
67,being particularly,1,339
67,big breasted,1,339
67,bimbo quotient,1,339
67,bitch alexandra,1,339
67,black humour,1,339
67,blurb describes,1,339
67,breaks into,1,339
67,breasted babes,1,339
67,busty beauty,1,339
67,but be,1,339
67,but whilst,1,339
67,called lite,1,339
67,capable of,1,339
67,captain a,1,339
67,cheap hooker,1,339
67,clad bad,1,339
67,comedic banter,1,339
67,conducting a,1,339
67,consisting of,1,339
67,cracking inter,1,339
67,crap just,1,339
67,creatures and,1,339
67,creatures called,1,339
67,cringe worthy,1,339
67,crumpet makes,1,339
